Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
HH3,Other,Fluorinated gases,2020.03,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2020.06,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2020.09,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2020.12,35,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2021.03,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2021.06,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2021.09,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2021.12,31,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2022.03,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2022.06,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2022.09,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2022.12,31,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2023.03,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2023.06,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2023.09,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Fluorinated gases,2023.12,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.03,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.06,43,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.09,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2010.12,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.03,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.06,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.09,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2011.12,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.03,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.06,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.09,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.12,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.03,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.06,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.09,43,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.12,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.03,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.06,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.09,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2014.12,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.03,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.06,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.09,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2015.12,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.03,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.06,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.09,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2016.12,43,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.03,46,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.06,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.09,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2017.12,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.03,52,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.06,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.09,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2018.12,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.03,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.06,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.09,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2019.12,43,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.03,45,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.06,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.09,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2020.12,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.03,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.06,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.09,41,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.12,38,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.03,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.06,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.09,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.12,37,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.03,35,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.06,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.09,36,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.12,35,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.03,1879,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.06,1876,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.09,1869,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.12,1863,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.03,1908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.06,1860,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.09,1880,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2011.12,1849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.03,1851,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.06,1877,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.09,1851,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2012.12,1866,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.03,1844,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.06,1805,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.09,1882,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2013.12,1864,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.03,1854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.06,1885,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.09,1905,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2014.12,1932,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.03,1963,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.06,1971,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.09,2011,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.12,2022,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.03,2024,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.06,1994,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.09,2073,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2016.12,2061,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.03,2120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.06,2140,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.09,2117,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2017.12,2123,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.03,2108,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.06,2122,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.09,2100,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2018.12,2113,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.03,2112,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.06,2117,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.09,2111,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2019.12,2114,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.03,2101,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.06,1468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.09,2114,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.12,2190,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.03,2167,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.06,2245,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.09,1863,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.12,1984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.03,1981,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.06,2012,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.09,2078,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2022.12,2054,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.03,2073,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.06,2108,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.09,1998,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2023.12,2062,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2010.03,1977,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2010.06,1984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2010.09,1974,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2010.12,1966,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2011.03,2036,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2011.06,1959,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2011.09,1983,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2011.12,1953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2012.03,1957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2012.06,1982,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2012.09,1955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2012.12,1974,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2013.03,1939,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2013.06,1910,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2013.09,1990,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2013.12,1969,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2014.03,1957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2014.06,1991,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2014.09,2010,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2014.12,2037,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2015.03,2067,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2015.06,2078,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2015.09,2116,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2015.12,2130,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2016.03,2128,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2016.06,2101,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2016.09,2180,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2016.12,2169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2017.03,2229,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2017.06,2242,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2017.09,2221,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2017.12,2223,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2018.03,2219,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2018.06,2222,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2018.09,2199,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2018.12,2211,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2019.03,2205,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2019.06,2216,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2019.09,2209,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2019.12,2215,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2020.03,2202,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2020.06,1553,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2020.09,2211,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2020.12,2290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2021.03,2260,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2021.06,2343,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2021.09,1953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2021.12,2072,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2022.03,2069,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2022.06,2097,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2022.09,2164,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2022.12,2142,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2023.03,2161,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2023.06,2194,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2023.09,2082,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide equivalents,2023.12,2149,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.03,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.06,29,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.09,30,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2010.12,31,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.03,32,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.06,32,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.09,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2011.12,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.03,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.06,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.09,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2012.12,34,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
